annual_income_yj,loan_amount_yj,spending_ratio_log,credit_score_gt_700,avg_monthly_transactions,debt_to_income_ratio,join_year,join_month,join_weekday,education_level_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,default_flag
-1.432560598657914,1.029413125108264,3.3460813860721434,1.0,24.0,1.3383073669070125,2020,1,2,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-1.432560598657914,0.8005674968777388,4.508496714617679,1.0,9.166666666666666,1.1307711617645182,2020,1,3,2.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.468805533891762,0.21360195712054075,3.4917849389666467,1.0,20.166666666666668,0.17635358625227704,2020,1,4,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.432560598657914,1.7326705131905085,4.328038616787413,1.0,8.333333333333334,2.2497509442954757,2020,1,5,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.432560598657914,-0.9427888138554702,3.722820916093588,1.0,9.5,0.3158235283912055,2020,1,6,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
0.5880958170882212,-1.2989665444529603,2.919545716441332,1.0,15.333333333333334,0.09142674267151278,2020,1,0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.3653217238302005,1.1374564529358793,1.9408081262122818,1.0,20.833333333333332,0.8695535372500399,2020,1,1,0.0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.5880958170882212,-0.17667362520670624,4.007026962557867,1.0,2.8333333333333335,0.2070751066429858,2020,1,2,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.5880958170882212,1.1079564042687537,4.541379051294654,0.0,15.5,0.5317777880359132,2020,1,3,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.3653217238302005,1.3191553013240283,3.6692443775724692,0.0,21.5,0.9943059471029526,2020,1,4,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.3892250767728098,-1.5069680646634422,3.641455245660644,0.0,20.333333333333332,0.0524155044350102,2020,1,5,3.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.3653217238302005,1.2713390096984607,3.610059317304005,0.0,9.666666666666666,0.959822715582698,2020,1,6,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.432560598657914,0.03102898818346884,3.8212191261630677,0.0,20.333333333333332,0.6428197960980836,2020,1,1,3.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.3653217238302005,0.3688127280404368,4.4449112467336915,1.0,1.3333333333333333,0.49403300876810324,2020,1,2,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.3653217238302005,1.508457799051618,3.941521053496312,1.0,13.166666666666666,1.1435472967313167,2020,1,3,3.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.3653217238302005,-1.7211352979903305,3.9454230698282107,1.0,8.833333333333334,0.10772025230572972,2020,1,4,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.3892250767728098,-0.06639684370803034,2.915250993984572,0.0,1.8333333333333333,0.14964563595160724,2020,1,5,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.5880958170882212,0.5529510564644496,4.5480341579415935,0.0,19.0,0.3534649577022175,2020,1,6,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.5880958170882212,0.6627599973881418,3.3498184758274063,0.0,21.0,0.3831696254242444,2020,1,0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.468805533891762,0.5678158660034932,2.533916319337716,0.0,2.5,0.22870152355255843,2020,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.3653217238302005,-1.1950316616200447,4.184842612702612,0.0,16.0,0.15774886674039024,2020,1,2,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.468805533891762,-0.6051222937219825,4.0873698506072245,0.0,4.5,0.09692982186570635,2020,1,3,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.432560598657914,-0.4182754136395314,3.7696090533468367,1.0,5.333333333333333,0.4628532054288717,2020,1,4,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.3653217238302005,0.9417128408271882,3.7841282922473773,1.0,19.166666666666668,0.7527479996186093,2020,1,5,2.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.432560598657914,-0.6724863517608607,4.339324656567667,0.0,10.166666666666666,0.38452081771502894,2020,1,6,3.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.5880958170882212,-0.9059248207025625,3.16184558389948,0.0,5.0,0.12165362074203623,2020,1,0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.468805533891762,1.7437511872312519,4.379809161709991,0.0,9.666666666666666,0.5443890659727406,2020,1,1,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
-1.432560598657914,-1.7755448210312792,4.164915480724011,0.0,5.5,0.17260128977722422,2020,1,2,3.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.5880958170882212,1.7437511872312519,3.7775146703829052,1.0,16.833333333333332,0.8506075328093237,2020,1,3,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-1.432560598657914,0.5195036596025996,3.854872072578882,0.0,3.0,0.919696837301711,2020,1,4,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.3653217238302005,1.0331430972151858,3.370677988405791,0.0,13.666666666666666,0.8051955961841557,2020,2,5,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.3653217238302005,-0.6205922078866862,4.299871039399037,0.0,6.5,0.23960662418871984,2020,2,6,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.468805533891762,-1.7464137298286064,3.9542915079545735,0.0,5.666666666666667,0.042306962912511514,2020,2,0,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.5880958170882212,0.7117674466149867,3.551824972621771,0.0,16.0,0.39722772307402127,2020,2,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.3653217238302005,1.0556360090895025,4.08840211444279,1.0,3.5,0.8186539372894858,2020,2,2,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.432560598657914,0.7202936921220466,4.560341223079899,0.0,16.166666666666668,1.0659341825847874,2020,2,3,2.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.432560598657914,-1.161343064653855,3.810512959833154,0.0,13.833333333333334,0.2694275563816265,2020,2,4,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.432560598657914,0.7631442855626822,4.487087148624048,0.0,19.0,1.1000636155241177,2020,2,5,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.432560598657914,0.8155804421459751,3.6123092576047906,0.0,17.666666666666668,1.143331754046164,2020,2,6,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.3892250767728098,0.46407318250733476,2.391140110089147,1.0,18.333333333333332,0.220754190593488,2020,2,0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.3653217238302005,0.8059791512699004,3.1938365246881335,0.0,8.5,0.6811705279359094,2020,2,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.3653217238302005,1.1035997945150586,3.776949004154282,0.0,11.333333333333334,0.8481153736407746,2020,2,2,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
